Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,
M3,2018,Asia,Silver,Diesel,Manual,2.9,174088,92079,274,Low,
5 Series,2010,Middle East,Red,Petrol,Automatic,4.6,40536,63698,3176,Low,
i3,2024,North America,Red,Hybrid,Automatic,4.7,128549,59130,3757,Low,
X6,2017,Europe,Red,Electric,Manual,1.9,10261,54240,7305,High,
7 Series,2021,Africa,Silver,Diesel,Manual,2.2,189096,30085,8935,High,
X3,2020,Middle East,Grey,Hybrid,Manual,2.9,98561,85570,9460,High,
X5,2021,Asia,Grey,Hybrid,Manual,4.2,127104,111764,6336,Low,
5 Series,2021,Africa,Silver,Electric,Automatic,3.6,41993,57907,9284,High,
3 Series,2013,North America,Blue,Hybrid,Automatic,3.3,85591,94689,1311,Low,
M5,2013,South America,Blue,Diesel,Manual,3.6,90289,78311,6141,Low,
X1,2014,South America,Red,Electric,Manual,1.8,32663,48008,6104,Low,
5 Series,2017,South America,White,Petrol,Automatic,3.2,49899,118807,7523,High,
7 Series,2014,Africa,White,Electric,Manual,5,101037,35125,4433,Low,
3 Series,2017,Europe,Black,Diesel,Manual,1.8,171109,57514,785,Low,
7 Series,2024,South America,Blue,Electric,Manual,3.3,183187,100011,8193,High,
X1,2019,Asia,Silver,Hybrid,Manual,2.5,172659,115978,4200,Low,
X1,2010,Asia,Grey,Hybrid,Automatic,3.4,86731,35492,1580,Low,
X1,2021,Asia,Red,Hybrid,Manual,3.5,82107,84529,6643,Low,
i3,2024,Asia,Red,Hybrid,Manual,3.5,40470,114654,1803,Low,
5 Series,2019,Asia,Grey,Hybrid,Manual,4.5,56086,93178,6217,Low,
M3,2018,South America,Grey,Hybrid,Manual,2.9,138824,63381,1145,Low,
X5,2015,Europe,Grey,Electric,Automatic,3.3,33597,34809,6000,Low,
M3,2012,Africa,Red,Petrol,Manual,1.5,70787,108417,2123,Low,
X5,2022,South America,White,Hybrid,Automatic,4.3,149212,55723,5093,Low,
X3,2023,Middle East,Grey,Petrol,Manual,2.4,115866,72924,1951,Low,
X1,2017,Europe,Black,Diesel,Manual,4.4,51164,50047,4152,Low,
5 Series,2018,North America,Blue,Petrol,Automatic,2.4,153921,56066,9354,High,
X1,2015,Europe,Black,Hybrid,Automatic,1.5,146941,88974,6746,Low,
5 Series,2020,South America,Grey,Electric,Automatic,2,192198,64553,4760,Low,
M5,2016,Africa,White,Petrol,Automatic,4.9,52536,50304,1750,Low,
X6,2010,South America,Red,Diesel,Automatic,2.6,114730,54215,5854,Low,
3 Series,2023,Europe,Silver,Electric,Manual,1.9,171951,70456,7797,High,
X1,2014,Africa,Blue,Petrol,Manual,1.9,15785,119783,648,Low,
5 Series,2014,Middle East,White,Electric,Automatic,2.6,47086,98781,7754,High,
X1,2019,Europe,Red,Petrol,Manual,1.6,64225,96389,1299,Low,
i8,2023,Africa,White,Petrol,Automatic,3.3,163278,92621,6973,Low,
5 Series,2013,Africa,White,Petrol,Automatic,2.2,138090,108524,5204,Low,
X6,2015,Europe,Silver,Diesel,Manual,3.3,190025,64310,7725,High,
i3,2016,South America,Grey,Hybrid,Automatic,2,14626,56254,3675,Low,
i8,2018,Asia,Black,Diesel,Manual,3,163239,97476,7652,High,
5 Series,2010,Africa,White,Diesel,Manual,3.6,175955,73328,284,Low,
X1,2024,Africa,Red,Petrol,Manual,1.7,57631,88698,5292,Low,
M3,2015,North America,Grey,Petrol,Manual,2.9,118995,51228,5790,Low,
i3,2016,Asia,Grey,Petrol,Manual,2.6,159108,65343,6280,Low,
7 Series,2012,North America,Grey,Petrol,Manual,2.3,171676,83665,4721,Low,
7 Series,2017,Asia,Red,Diesel,Manual,3.6,184538,98559,8896,High,
X1,2024,North America,Grey,Electric,Automatic,3.6,115033,67578,2661,Low,
3 Series,2014,Asia,Red,Diesel,Automatic,3.7,173066,117304,6502,Low,
7 Series,2024,Africa,Blue,Petrol,Automatic,2.1,30331,116147,6421,Low,
3 Series,2018,Europe,White,Petrol,Automatic,2.5,70251,94827,2430,Low,
M3,2014,South America,Black,Petrol,Automatic,2.2,62099,95813,1672,Low,
i8,2018,Middle East,Black,Petrol,Automatic,3.4,59434,54069,8000,High,
i3,2019,North America,Grey,Diesel,Manual,3.1,156844,46395,2256,Low,
M5,2013,South America,Grey,Diesel,Manual,2.7,76142,80935,8659,High,
3 Series,2018,North America,Red,Diesel,Manual,4.3,157505,87568,5348,Low,
3 Series,2014,Europe,White,Diesel,Automatic,1.8,3261,53415,9870,High,
X3,2019,North America,Silver,Petrol,Automatic,4.9,2742,43695,4991,Low,
i8,2018,Middle East,Silver,Diesel,Manual,1.9,79450,81393,7854,High,
7 Series,2012,North America,Silver,Diesel,Manual,4.2,69029,65307,7418,High,
5 Series,2024,North America,Blue,Hybrid,Automatic,2.8,96211,76633,9665,High,
i8,2013,South America,White,Petrol,Manual,4.5,38877,45364,2834,Low,
i3,2018,Europe,White,Hybrid,Manual,1.8,194753,119630,7963,High,
7 Series,2019,North America,Silver,Hybrid,Manual,2.8,109344,118316,2865,Low,
i8,2020,South America,Blue,Electric,Manual,2.7,137994,114207,7761,High,
X3,2015,Middle East,Silver,Diesel,Automatic,5,85927,56637,9674,High,
X5,2011,North America,Black,Petrol,Automatic,4.9,18263,66403,6690,Low,
X1,2016,Europe,Silver,Electric,Manual,2.2,53416,76980,9507,High,
i3,2011,North America,Black,Electric,Automatic,3.7,197508,106565,7134,High,
5 Series,2020,Africa,White,Electric,Automatic,3.4,181123,93259,4218,Low,
i8,2011,Asia,Silver,Electric,Automatic,2,85210,102434,8137,High,
i8,2020,South America,Black,Electric,Automatic,2.1,106217,63212,9007,High,
X3,2010,Africa,Red,Diesel,Manual,5,105411,37003,7439,High,
X6,2020,Asia,Black,Electric,Automatic,3.1,182772,106482,543,Low,
i3,2020,Middle East,Grey,Electric,Automatic,1.9,177164,42661,4350,Low,
3 Series,2021,North America,Silver,Petrol,Automatic,2.3,166154,41627,2658,Low,
X5,2020,Africa,Grey,Hybrid,Automatic,2.4,15819,49962,4641,Low,
M5,2012,Asia,Silver,Electric,Automatic,3.3,155661,64393,7010,High,
M3,2015,Africa,White,Electric,Manual,2.7,194540,62137,6232,Low,
M5,2017,Europe,Black,Hybrid,Automatic,3.1,34041,51918,2449,Low,
5 Series,2018,Middle East,Black,Electric,Manual,2.1,82339,98655,7213,High,
5 Series,2016,Middle East,Blue,Petrol,Manual,2.6,169356,112278,4848,Low,
3 Series,2013,Middle East,White,Hybrid,Automatic,1.7,38164,66400,2168,Low,
X6,2015,North America,Blue,Electric,Automatic,4.6,24520,75672,2649,Low,
i3,2014,Asia,Blue,Hybrid,Automatic,2.2,36192,88958,1254,Low,
X6,2017,Africa,Grey,Hybrid,Automatic,4.1,3179,75475,4786,Low,
7 Series,2010,Africa,Silver,Petrol,Automatic,2.7,63679,67971,615,Low,
X5,2010,Europe,Grey,Electric,Automatic,3.2,101302,67107,6834,Low,
M3,2022,South America,Red,Petrol,Automatic,2.5,7248,50328,3627,Low,
X3,2024,Middle East,Silver,Petrol,Manual,3.9,13146,35537,9843,High,
7 Series,2020,North America,Blue,Hybrid,Manual,4.5,161216,75899,964,Low,
i8,2015,North America,Silver,Hybrid,Manual,2.5,61874,62263,6899,Low,
i8,2019,South America,Red,Electric,Automatic,2.3,57540,59731,2806,Low,
M3,2021,North America,Grey,Diesel,Automatic,3.9,161816,114637,1462,Low,
X3,2011,Europe,Red,Petrol,Manual,2.2,166680,31176,9619,High,
M3,2014,Middle East,Blue,Hybrid,Automatic,3.7,194699,102909,3942,Low,
M3,2010,North America,Blue,Electric,Automatic,1.8,130058,117584,1392,Low,
X5,2016,Asia,Blue,Hybrid,Automatic,3.7,131677,69377,6668,Low,
M3,2010,Middle East,Blue,Petrol,Manual,3.3,1327,71243,6240,Low,
M5,2013,Europe,White,Electric,Automatic,1.9,34778,82154,5736,Low,
3 Series,2018,Middle East,Red,Petrol,Manual,3.8,152912,115470,7658,High,
3 Series,2010,North America,Silver,Petrol,Automatic,3.1,117725,85383,9869,High,
5 Series,2013,Europe,Grey,Diesel,Manual,2.3,81282,51015,3506,Low,
i8,2015,North America,Blue,Hybrid,Manual,2.7,12192,66367,8191,High,
i3,2015,Africa,Grey,Petrol,Manual,3.2,4936,48866,4978,Low,
X5,2021,Middle East,Blue,Diesel,Automatic,1.8,26112,83374,862,Low,
X5,2024,North America,Red,Diesel,Manual,4.9,197189,89589,4132,Low,
i3,2022,Europe,Blue,Hybrid,Automatic,3.8,138465,40920,6518,Low,
X3,2017,Africa,Grey,Petrol,Manual,1.9,99972,110878,6210,Low,
3 Series,2010,Europe,Black,Hybrid,Automatic,4.4,16898,99833,7751,High,
5 Series,2016,North America,White,Electric,Automatic,2.6,57945,45830,708,Low,
i3,2010,South America,Red,Hybrid,Manual,3.6,161511,110354,5904,Low,
3 Series,2022,Asia,Grey,Diesel,Automatic,2.5,34245,62584,2736,Low,
X5,2023,Middle East,Red,Hybrid,Automatic,4.1,36618,99733,5424,Low,
X5,2016,Europe,White,Hybrid,Manual,4,34634,44705,5330,Low,
X1,2012,Europe,Silver,Electric,Manual,3.4,57194,61585,8875,High,
X3,2020,North America,Blue,Hybrid,Manual,2.3,197927,79540,4800,Low,
X5,2017,Africa,Red,Petrol,Manual,2.4,134207,80129,9044,High,
M5,2012,Africa,Grey,Hybrid,Automatic,2.8,101075,57456,6328,Low,
X3,2023,Asia,White,Petrol,Manual,2,166361,112855,9570,High,
5 Series,2023,Asia,Grey,Hybrid,Manual,2.7,108770,35861,9581,High,
X5,2022,North America,White,Diesel,Manual,3.9,10495,49281,4537,Low,
X1,2010,Asia,Silver,Electric,Automatic,4.4,12524,105902,520,Low,
X1,2022,North America,Grey,Hybrid,Automatic,2.7,70121,48984,8866,High,
X5,2022,Asia,Blue,Hybrid,Automatic,2.3,68248,77131,2966,Low,
i3,2023,South America,White,Electric,Automatic,4.4,5405,60378,7646,High,
X1,2017,Middle East,Silver,Diesel,Manual,4.6,59047,70856,3263,Low,
X3,2012,Asia,Red,Hybrid,Manual,2.9,25112,51835,9016,High,
X1,2011,Middle East,Grey,Hybrid,Automatic,1.6,90476,70631,5565,Low,
M3,2010,North America,Red,Diesel,Automatic,3.9,198938,58120,2722,Low,
X3,2023,Asia,Silver,Diesel,Automatic,4.2,162043,33260,1655,Low,
M5,2012,South America,Silver,Hybrid,Manual,1.6,48067,88746,6100,Low,
X5,2024,Middle East,White,Electric,Automatic,3.6,36859,118946,5862,Low,
i3,2011,Asia,Black,Electric,Manual,3.6,153149,39362,1160,Low,
3 Series,2011,North America,White,Hybrid,Automatic,2.8,56015,45402,2100,Low,
3 Series,2015,Europe,White,Petrol,Manual,4.1,197020,81953,175,Low,
X1,2021,South America,Blue,Diesel,Automatic,3,82274,85576,2195,Low,
i8,2010,Africa,Black,Diesel,Automatic,3.9,198804,33223,6579,Low,
i8,2011,South America,Silver,Hybrid,Manual,3.3,106664,61970,3827,Low,
3 Series,2023,North America,Black,Diesel,Manual,2.4,170398,82963,3088,Low,
i3,2015,South America,Black,Petrol,Manual,3.6,184466,97628,2542,Low,
i8,2012,South America,Black,Petrol,Manual,4.1,61733,96162,4823,Low,
X6,2024,Asia,White,Hybrid,Automatic,4.9,70559,96495,4981,Low,
3 Series,2013,Middle East,White,Hybrid,Automatic,2.8,37891,32883,1902,Low,
7 Series,2010,Middle East,Blue,Diesel,Manual,1.7,178253,42861,7867,High,
M5,2017,Asia,White,Hybrid,Manual,5,188519,60696,7894,High,
i8,2022,North America,Red,Diesel,Automatic,3.7,109138,91576,2132,Low,
X5,2016,Middle East,Blue,Petrol,Manual,4.8,82991,76797,703,Low,
X5,2016,Africa,Blue,Petrol,Automatic,1.9,194975,81085,8538,High,
X6,2012,Africa,Red,Diesel,Automatic,2.7,7036,65054,324,Low,
X5,2019,North America,Red,Hybrid,Manual,2,108807,38649,5893,Low,
X1,2019,Middle East,Black,Petrol,Automatic,4.4,162436,112518,156,Low,
3 Series,2012,Asia,Grey,Hybrid,Manual,4.6,45767,119809,2198,Low,
X1,2023,Africa,Red,Electric,Automatic,3.3,6320,63428,9172,High,
3 Series,2011,Europe,Grey,Petrol,Manual,2.2,79557,93069,6787,Low,
X1,2021,Asia,Red,Diesel,Manual,1.9,76386,55433,5468,Low,
X6,2010,South America,Red,Diesel,Manual,3.6,160052,91910,1032,Low,
X1,2016,Asia,Red,Electric,Automatic,3.3,76670,52947,7800,High,
X3,2016,South America,Grey,Petrol,Automatic,3.9,195004,106047,3722,Low,
X6,2021,South America,Grey,Diesel,Manual,2.6,102845,68557,7747,High,
7 Series,2011,North America,Silver,Hybrid,Manual,2.9,165322,85496,6834,Low,
X3,2016,Africa,Grey,Petrol,Manual,1.6,3468,57722,8317,High,
7 Series,2022,North America,Red,Petrol,Automatic,3.6,143192,98375,5499,Low,
i8,2017,Middle East,Black,Petrol,Manual,3,53660,79095,1505,Low,
i3,2010,Asia,Grey,Electric,Automatic,4.7,179702,59177,6207,Low,
i8,2018,Middle East,White,Electric,Manual,3.7,136482,56712,1730,Low,
X1,2016,South America,Grey,Diesel,Automatic,2.9,74841,114212,1987,Low,
M3,2012,South America,Black,Petrol,Automatic,2.4,13907,84496,1435,Low,
i8,2017,Africa,Blue,Electric,Automatic,4.7,140518,83607,9217,High,
X1,2016,Europe,Blue,Diesel,Manual,1.6,173418,88694,4983,Low,
M5,2020,South America,Silver,Diesel,Manual,2.6,189992,93470,9172,High,
7 Series,2024,Asia,Red,Hybrid,Automatic,4.8,121582,111735,7065,High,
5 Series,2022,Middle East,Black,Electric,Manual,3.8,110891,51044,5114,Low,
X6,2017,Middle East,Blue,Hybrid,Manual,3.4,142469,116101,8803,High,
7 Series,2015,South America,Silver,Hybrid,Automatic,2.2,57022,48602,2556,Low,
X1,2018,North America,White,Petrol,Automatic,4.4,132983,100209,9462,High,
i3,2024,South America,White,Diesel,Manual,2.2,116337,30067,624,Low,
X3,2014,Middle East,Red,Diesel,Manual,2.4,11560,65945,440,Low,
M5,2012,Europe,Blue,Hybrid,Automatic,2.2,136682,70964,7354,High,
i8,2012,Africa,Silver,Hybrid,Manual,2.1,81362,38764,5899,Low,
i3,2010,North America,Red,Diesel,Manual,4.8,103401,96363,3577,Low,
X1,2021,North America,Red,Hybrid,Automatic,3.6,6634,64792,8656,High,
X6,2024,Middle East,White,Hybrid,Automatic,3.7,57381,61931,4194,Low,
i8,2017,Asia,Blue,Electric,Manual,4.8,80040,65662,7956,High,
X1,2011,Europe,Black,Petrol,Automatic,2.3,107550,50806,6936,Low,
5 Series,2012,Africa,Black,Diesel,Manual,1.5,110991,111904,2651,Low,
5 Series,2017,South America,Black,Petrol,Automatic,3.6,167546,44539,4139,Low,
M5,2023,Africa,Red,Diesel,Automatic,3.3,197506,111648,9209,High,
X1,2017,South America,White,Hybrid,Manual,3.2,199759,62749,5304,Low,
i3,2023,North America,Black,Electric,Automatic,1.7,81905,89800,6939,Low,
X5,2020,South America,White,Hybrid,Automatic,3.1,156303,59446,4988,Low,
X1,2013,South America,Grey,Diesel,Manual,2.5,54851,56855,2238,Low,
X1,2013,Middle East,White,Electric,Manual,2.5,75844,81784,7149,High,
X1,2014,Asia,Grey,Diesel,Manual,2.3,183477,100001,4161,Low,
i3,2015,North America,White,Petrol,Manual,2.7,74971,37683,5113,Low,
X5,2014,North America,Blue,Hybrid,Automatic,2.7,191318,74522,7311,High,
X5,2023,Africa,Red,Diesel,Manual,2.6,173586,86427,2055,Low,
3 Series,2024,Middle East,Black,Electric,Automatic,4.9,154200,43597,6551,Low,
X1,2016,Asia,Black,Electric,Automatic,4.8,594,104886,700,Low,
7 Series,2011,North America,Black,Electric,Automatic,3.5,28930,36714,8840,High,
7 Series,2016,North America,Black,Diesel,Manual,4.9,110343,81324,1923,Low,
X1,2019,Asia,Grey,Electric,Automatic,5,154329,44766,3329,Low,
M3,2016,Middle East,Red,Petrol,Manual,2.7,107216,40497,5025,Low,
3 Series,2010,North America,White,Petrol,Automatic,3.1,45376,79802,280,Low,
5 Series,2016,North America,Blue,Diesel,Automatic,4.9,820,41397,6273,Low,
i8,2014,Africa,Silver,Electric,Automatic,3.6,157452,103365,8517,High,
X1,2012,North America,Silver,Electric,Manual,2.2,158904,77621,1132,Low,
7 Series,2022,Africa,Silver,Electric,Manual,3.9,98315,44722,4824,Low,
i3,2012,South America,Blue,Electric,Manual,2.2,126687,80652,863,Low,
M3,2013,Africa,Red,Diesel,Manual,2.7,55383,44772,1897,Low,
M5,2022,South America,Blue,Electric,Automatic,2.3,153697,36012,686,Low,
7 Series,2021,Europe,White,Hybrid,Manual,2.4,407,51728,5043,Low,
X1,2011,Europe,Silver,Electric,Manual,1.5,186281,58578,3235,Low,
X5,2011,Middle East,Grey,Electric,Automatic,4.6,173448,100926,9527,High,
X3,2010,South America,White,Petrol,Manual,2.5,153263,109228,9166,High,
i8,2024,Europe,Black,Petrol,Manual,1.8,86083,58763,5837,Low,
X5,2014,North America,Black,Electric,Automatic,1.8,188335,72604,829,Low,
7 Series,2013,South America,Grey,Diesel,Manual,3.4,134808,51644,5355,Low,
i3,2020,South America,White,Petrol,Manual,5,110435,81391,9806,High,
X3,2019,Asia,Blue,Electric,Automatic,2,19222,46630,1562,Low,
3 Series,2024,North America,Silver,Electric,Manual,1.8,46438,114654,4076,Low,
M5,2011,Middle East,Grey,Electric,Automatic,3,126030,41403,3221,Low,
M5,2012,Europe,Red,Diesel,Automatic,3.5,57688,44778,7144,High,
X5,2016,North America,Red,Electric,Manual,2.5,135868,60420,5312,Low,
X5,2016,Asia,Silver,Diesel,Automatic,2.6,22647,30683,9738,High,
i8,2021,Middle East,White,Petrol,Manual,3,84842,110429,2787,Low,
X3,2013,Europe,Black,Electric,Manual,2.6,194825,35690,1757,Low,
7 Series,2014,Middle East,Red,Diesel,Automatic,4.7,44041,105141,7196,High,
5 Series,2014,Africa,Grey,Electric,Manual,1.6,53829,51341,2246,Low,
3 Series,2015,North America,Grey,Electric,Automatic,2.3,76019,92953,4382,Low,
3 Series,2023,North America,Silver,Diesel,Automatic,4.3,3387,77309,9160,High,
7 Series,2018,North America,White,Hybrid,Manual,4.4,126419,119434,6981,Low,
X1,2011,Africa,White,Diesel,Manual,1.9,69440,53736,9311,High,
3 Series,2014,South America,Grey,Electric,Manual,4.9,83413,40756,9126,High,
3 Series,2021,Middle East,Blue,Petrol,Automatic,3.9,12088,116675,4626,Low,
5 Series,2012,Africa,White,Diesel,Automatic,2.5,7790,72065,4848,Low,
i3,2013,Asia,Red,Diesel,Manual,3.1,197081,40253,964,Low,
M5,2019,Middle East,White,Petrol,Manual,2.5,170509,63144,6747,Low,
X6,2015,North America,Black,Electric,Manual,2,23331,46607,2796,Low,
X3,2021,Middle East,Black,Diesel,Manual,2.5,40190,84176,8465,High,
i3,2017,South America,Grey,Diesel,Manual,3.5,129341,46519,2262,Low,
3 Series,2010,North America,Grey,Petrol,Automatic,4.4,148299,70851,9482,High,
5 Series,2019,North America,Blue,Petrol,Automatic,2.8,183822,114631,8985,High,
M5,2023,North America,Red,Petrol,Manual,2.7,185136,39320,4512,Low,
M3,2017,Africa,Red,Diesel,Automatic,3.1,169807,47778,3894,Low,
i3,2020,Asia,Grey,Hybrid,Manual,3.8,180110,31780,3564,Low,
X5,2023,Europe,Blue,Hybrid,Automatic,4.1,139207,113111,1298,Low,
i3,2016,Asia,Black,Diesel,Automatic,2.6,169131,54311,2973,Low,
i8,2010,Middle East,White,Hybrid,Automatic,3.6,188401,115905,992,Low,
M5,2011,Asia,Black,Hybrid,Automatic,2.9,37709,59301,5073,Low,
M5,2012,Europe,Silver,Electric,Automatic,4,61057,56070,5586,Low,
X6,2010,Africa,Red,Diesel,Automatic,2.1,94582,37876,1698,Low,
i8,2023,Europe,Silver,Petrol,Manual,2.4,77259,97872,5257,Low,
M5,2018,Asia,White,Electric,Automatic,3,148030,30111,2791,Low,
M5,2017,South America,Silver,Diesel,Automatic,4.6,155927,42560,5850,Low,
X3,2011,Europe,Black,Diesel,Manual,3.5,115455,35491,9497,High,
5 Series,2022,Middle East,Grey,Diesel,Automatic,4.9,151041,57463,1923,Low,
i3,2018,Europe,Blue,Electric,Manual,1.9,184913,68496,2075,Low,
M5,2016,South America,Blue,Electric,Manual,3.1,39811,82340,5753,Low,
7 Series,2018,South America,Black,Petrol,Manual,3,25179,32054,9914,High,
i3,2015,North America,Black,Diesel,Automatic,3.6,117464,70512,8298,High,
M5,2015,North America,Blue,Electric,Automatic,4.3,179560,86071,1652,Low,
i8,2020,Africa,Black,Petrol,Manual,4.4,104871,115719,8349,High,
7 Series,2023,North America,Blue,Electric,Manual,3.8,99820,94945,6942,Low,
i8,2013,Asia,Grey,Petrol,Automatic,3.7,59895,110227,8179,High,
3 Series,2019,Africa,Red,Petrol,Automatic,4.8,46539,111074,1155,Low,
3 Series,2019,Europe,White,Diesel,Automatic,2.8,56892,105985,6209,Low,
M5,2022,Africa,Blue,Electric,Automatic,4.4,12715,46428,9172,High,
M3,2022,Middle East,Silver,Electric,Manual,4.7,157174,61771,6928,Low,
7 Series,2011,North America,Silver,Electric,Automatic,3.2,120940,86739,4865,Low,
X5,2016,Europe,Black,Diesel,Manual,4.1,107986,45373,8744,High,
3 Series,2014,Asia,Grey,Petrol,Automatic,2.8,71107,30924,2138,Low,
i8,2020,South America,Black,Electric,Manual,2.1,145537,80012,5210,Low,
7 Series,2015,Europe,White,Hybrid,Automatic,3.6,55767,114843,5829,Low,
i8,2011,South America,Blue,Diesel,Manual,2.2,122924,80932,9163,High,
X1,2014,Europe,Black,Electric,Automatic,3.1,52618,41411,2692,Low,
i3,2019,Middle East,Red,Hybrid,Automatic,4.6,38359,66262,2294,Low,
X5,2013,Europe,Grey,Diesel,Manual,1.8,70906,58576,5891,Low,
X3,2018,Middle East,White,Hybrid,Manual,1.6,57254,66880,1618,Low,
3 Series,2015,North America,Blue,Hybrid,Manual,3.6,92360,98965,2555,Low,
X1,2011,Africa,Black,Petrol,Automatic,2.7,150650,68405,2294,Low,
X6,2010,Africa,White,Electric,Manual,3,75270,76676,9796,High,
M3,2014,South America,Black,Hybrid,Manual,2.9,91799,87941,7156,High,
7 Series,2018,South America,Blue,Petrol,Automatic,1.8,182594,117352,9273,High,
i3,2015,Europe,Black,Electric,Manual,1.5,104704,102698,1937,Low,
X5,2019,North America,Red,Electric,Automatic,4.6,133491,63260,8257,High,
7 Series,2021,North America,Blue,Diesel,Automatic,2.3,75181,91179,5603,Low,
7 Series,2016,Europe,Black,Petrol,Automatic,3,197930,74864,4524,Low,
i8,2014,Asia,White,Hybrid,Automatic,4.9,13193,59063,7776,High,
X3,2019,Asia,White,Diesel,Manual,4.4,35406,72556,2198,Low,
X5,2015,North America,Blue,Diesel,Manual,1.9,199242,112197,7312,High,
X3,2014,Middle East,Grey,Petrol,Manual,3.3,148455,96745,7442,High,
5 Series,2020,Europe,Grey,Hybrid,Automatic,4.1,65407,111590,9213,High,
X1,2018,Europe,White,Hybrid,Manual,3.9,179104,83030,2446,Low,
7 Series,2024,Asia,White,Electric,Manual,4.2,154044,53900,2057,Low,
i3,2015,Asia,Red,Petrol,Manual,3.1,153567,118596,5488,Low,
M5,2020,Europe,Silver,Hybrid,Manual,2.1,22565,36442,330,Low,
M3,2017,Middle East,White,Petrol,Automatic,3.1,59027,39681,8208,High,
X6,2011,North America,Blue,Electric,Manual,3.8,51655,108274,5689,Low,
i3,2021,South America,Red,Diesel,Manual,3.6,43762,80744,4246,Low,
X3,2022,Middle East,Grey,Hybrid,Automatic,1.7,167732,33568,2543,Low,
M5,2018,Africa,White,Electric,Automatic,1.7,155190,39548,861,Low,
i3,2014,Africa,Black,Hybrid,Manual,4.9,170925,39652,1270,Low,
i3,2016,Middle East,Blue,Electric,Manual,2,105059,56720,9161,High,
7 Series,2019,Middle East,Red,Hybrid,Automatic,2.5,170369,73525,3697,Low,
7 Series,2022,North America,White,Electric,Manual,4.2,106991,80124,931,Low,
X5,2010,Europe,White,Electric,Manual,2.9,98803,104818,8086,High,
M5,2019,Europe,Black,Hybrid,Automatic,2.1,113249,31658,3717,Low,
M3,2014,Middle East,Black,Diesel,Manual,3.1,78413,114215,8590,High,
5 Series,2021,Middle East,Red,Diesel,Manual,3.5,185809,116544,7249,High,
X6,2023,Middle East,Silver,Petrol,Automatic,3.1,145161,74109,5550,Low,
X5,2019,Africa,White,Hybrid,Automatic,4.7,141590,33922,5193,Low,
M3,2023,Europe,Black,Petrol,Automatic,2.5,95275,43256,3935,Low,
